headword,CEFR,pos,Translation
positively,B1,adverb,전적으로
possess,B1,verb,붙잡다
possessed,B2,adjective,소유한
possession,B1,noun,소유
possessive,B1,adjective,소유
possibility,B1,noun,가능성
possible,A2,adjective,가능한
possibly,A2,adverb,혹시
post,A1,noun,우편
post office,A2,noun,우체국
postal,B2,adjective,우편 엽서
postcard,B1,noun,엽서
poster,A1,noun,포스터
postman,B1,noun,우편 집배원
postpone,B2,verb,연기하다
pot,B1,noun,냄비
potato,A1,noun,감자
potent,B2,adjective,유력한
potential,B2,adjective,잠재적인
potentially,B2,adverb,잠재적으로
pottery,B1,noun,도기류
pound,B1,noun,파운드
pour,A2,verb,붓다
poverty,B1,noun,빈곤
powder,B1,noun,가루
power,A2,noun,힘
powerful,A2,adjective,강한
powerfully,B2,adverb,강력하게
practical,B1,adjective,현실적인
practicality,B2,noun,실용적인 사항
practically,B2,adverb,거의
practice,A1,noun,관행
practice/practise,A1,verb,연습
praise,B1,noun,칭찬
prance,B2,noun,도약
prawn,B2,noun,왕새우
pray,A1,verb,기도하다
prayer,B1,noun,기도
precede,B2,verb,앞서다
precious,B1,adjective,귀중한
precise,A2,adjective,정밀한
precisely,B2,adverb,정확하게
predicament,B2,noun,상태
predicate,B2,verb,술부
predicative,B2,adjective,술사
predict,A2,verb,예측하다
predictable,B2,adjective,예측 가능
prediction,A2,noun,예측
predictive,B2,adjective,예측
predictor,B2,noun,예언자
prefect,B2,noun,지사
prefer,A2,verb,선호하다
preferable,B2,adjective,선택할 만한
preferably,B2,adverb,즐겨
preference,B1,noun,선호
prefix,B1,noun,접두사
pregnant,B1,adjective,임신한
prehistoric,B2,adjective,선사 시대
prehuman,B2,noun,인간
preindustrial,B2,adjective,사전 산업
prejudge,B2,verb,미리 판단하다
prejudice,B1,noun,편견
preliminary,B2,adjective,예비의
preoccupy,B2,verb,선입견
preparation,B1,noun,준비
prepare,A2,verb,준비하다
prepared,B1,adjective,준비
preposition,B1,noun,전치사
preschool,B1,adjective,취학 전의
prescribe,B2,verb,처방
prescription,B1,noun,처방
presence,B1,noun,있음
present,B1,adjective,현재의
presentation,B1,noun,프레젠테이션
presenter,B2,noun,증여자
preservation,B1,noun,보존
preserve,B1,verb,보존하다
presidency,B2,noun,통솔
president,B1,noun,대통령
presidential,B2,adjective,대통령
press,B1,noun,누르다
pressure,A2,noun,압력
prestige,B2,noun,명성
prestigious,B2,adjective,권위있는
presumably,B2,adverb,아마도
pretend,B2,adjective,~인 척하다
pretty,A1,adjective,예쁜
prevail,B2,verb,만연하다
prevent,A2,verb,예방하다
prevention,B2,noun,방지
preventive,B2,adjective,예방법
previous,B1,adjective,이전의
previously,B2,adverb,이전에
price,A1,noun,가격
priceless,B2,adjective,아주 재미있는
prick,B2,noun,찌르기
pride,A2,noun,자부심
priest,B1,noun,성직자
primarily,B1,adverb,주로
primary,B2,adjective,주요한
primary school,B1,noun,초등학교
prime,B2,adjective,초기
prime minister,B2,noun,총리
primitive,B1,adjective,원어
prince,A1,noun,왕자
princess,A1,noun,공주
principal,A2,adjective,주요한
principle,B1,noun,원칙
print,B1,noun,인쇄
printer,A2,noun,인쇄기
prior,B2,adjective,이전의
priority,B2,noun,우선 사항
prison,B1,noun,감옥
prisoner,B1,noun,죄인
privacy,B1,noun,은둔
private,A2,adjective,사적인
privately,B2,adverb,몰래
privilege,B2,noun,특권
prize,B1,noun,상
pro,A2,noun,찬성
probability,B1,noun,개연성
probable,B2,adjective,유망한 후보자
probably,A2,adverb,아마
probe,B2,noun,조사
problem,A1,noun,문제
procedure,B2,noun,절차
proceed,B1,verb,진행하다
process,B1,noun,프로세스
proclaim,B1,verb,선포하다
procrastination,B1,noun,지연
produce,A2,verb,생산하다
producer,B1,noun,생산자
product,A2,noun,제품
production,A2,noun,생산
productive,B1,adjective,생산적인
profession,B1,noun,직업
professional,A2,adjective,전문적인
professor,B1,noun,교수
profile,B2,noun,프로필
profit,B2,noun,이익
profitable,B2,adjective,유리한
program/programme,A1,noun,프로그램
programmer,B2,noun,프로그램 제작자
programming,B2,noun,프로그램 작성
progress,B1,noun,진전
progressive,A2,adjective,진보적
prohibit,B2,verb,금지
prohibition,B1,noun,금지
project,B2,noun,프로젝트
projection,B2,noun,투사
prom,B2,noun,무도회
prominence,B2,noun,돌기
prominent,B1,adjective,중요한
promise,A2,noun,약속하다
promote,B1,verb,홍보하다
promotion,B1,noun,홍보
prompt,B2,adjective,즉각적인
promptly,B2,adverb,즉시
pronoun,B1,noun,제안하다
pronounce,A2,verb,발음
pronunciation,A2,noun,발음
proof,B1,noun,증거
proper,A2,adjective,적절한
properly,B1,adverb,제대로
property,B1,noun,재산
proponent,B2,noun,제안자
proportion,B1,noun,비율
proposal,B1,noun,제안
propose,B1,verb,제안하다
proposed,B2,adjective,제안
prose,B2,noun,산문
prosecute,B2,verb,기소
prospect,B2,noun,전망
prosper,B2,verb,번영
prosperity,B1,noun,번영
prosperous,B1,adjective,번영
protect,B1,verb,보호하다
protection,B1,noun,보호
protective,B1,adjective,보호
protest,B1,noun,항의
proud,B1,adjective,자랑스러운
proudly,B2,adverb,자랑스럽게
prove,B1,verb,입증하다
proven,B2,adjective,입증되다
proverb,B1,noun,속담
provide,A2,verb,제공하다
provided,B1,conjunction,제공
province,B2,noun,주
provision,B2,noun,공급
proximity,B2,noun,근접성
psychological,B1,adjective,심리적
psychologically,B2,adverb,심리적으로
psychologist,A2,noun,심리학자
psychology,B2,noun,심리학
pub,B1,noun,선술집
public,B1,adjective,공공의
public transport,B1,noun,대중 교통
publication,B2,noun,출판
publicity,B2,noun,널리 알려짐
publicize/publicise,B2,verb,홍보
publicly,B1,adverb,공개적으로
publish,A2,verb,게시
publisher,B1,noun,발행자
pudding,B2,noun,푸딩
pull,A2,verb,당기다
pullover,B1,noun,풀오버
pulse,B2,noun,맥박
pump,B1,noun,펌프
pumpkin,B2,noun,호박
punch,B2,noun,펀치
punctual,B2,adjective,시간 엄수
punctuality,B2,noun,시간 엄수
punctuation,A2,noun,구두
punish,B1,verb,벌하다
punishment,B1,noun,처벌
pupil,B1,noun,학생
puppy,B1,noun,강아지
purchase,B2,noun,구입
pure,B1,adjective,순수한
purify,B1,verb,정화하다
purple,A2,adjective,보라
purpose,A2,noun,목적
purposeful,B2,adjective,목적이 있는
purse,B1,noun,지갑
pursue,A2,verb,추구하다
pursuit,B2,noun,추구
push,B1,noun,푸시
put,A1,verb,놓다
puzzle,B1,noun,퍼즐
puzzled,B2,adjective,어찌할 바를 모르는
quake,B1,noun,지진
qualification,B2,noun,자격
qualified,B1,adjective,자격 있는
qualify,B1,verb,자격을 갖추다
quality,B1,adjective,품질
quantify,B2,verb,정량화
quantity,B1,noun,수량
quarantine,B2,noun,건강격리
quarrel,B2,noun,싸움
quarrelsome,B2,adjective,싸움
quarter,A1,noun,4분의 1
queen,A2,noun,여왕
queer,B2,adjective,퀴어
query,B2,noun,질문
question,A1,noun,질문
question mark,B1,noun,물음표
questionnaire,B1,noun,설문지
queue,B1,noun,대기줄
quick,A2,adjective,빠른
quickly,A1,adverb,빠르게
quiet,A1,adjective,조용한
quietly,A2,adverb,조용히
quit,B2,adjective,그만두다
quite,A2,adverb,상당히
quiz,A2,noun,퀴즈
quotable,B2,adjective,인용할 수 있는
quotation,B2,noun,인용
quote,B2,noun,인용하다
rabbit,A1,noun,토끼
race,B1,noun,경주
racial,B1,adjective,인종
racism,B2,noun,민족적 우월감
racist,B2,noun,인종 차별 주의자
rack,B2,noun,고문
racket,A2,noun,라켓
radar,B2,noun,레이더
radiate,B2,verb,방사
radiation,B1,noun,방사능
radical,B2,noun,근본적인
radically,B2,adverb,본래
radio,A1,noun,라디오
radium,B2,noun,라듐
rafter,B2,noun,서까래
rag,B2,noun,조각
rage,B1,noun,격노
rail,B1,noun,레일
railroad,B1,noun,철도
railway,B1,noun,철도
rain,A1,noun,비
rainbow,B2,noun,무지개
raincoat,A2,noun,비옷
rainfall,B1,noun,강우
rainforest,B1,noun,열대 우림
rainstorm,B2,noun,비바람
rainy,A1,adjective,비가오는
raise,A2,verb,들어올리다
rally,B2,noun,랠리
ram,B2,noun,램
ramp,B2,noun,비탈길
range,A2,noun,범위
ranger,B2,noun,레인저
rank,B1,noun,계급
rap,A2,noun,랩
rape,B2,noun,강간
rapid,B1,adjective,빠른
rapidly,B1,adverb,급속히
rare,B1,adjective,희귀한
rarely,B1,adverb,드물게
rash,B2,adjective,발진
raspberry,B1,noun,산딸기
rat,A1,noun,쥐
rate,A2,noun,비율
rather,A2,adverb,꽤
rating,A2,noun,평가
ration,B1,noun,정액
rational,B1,adjective,합리적인
rattle,B2,noun,딸랑이
ravage,B2,noun,파괴
raw,A2,adjective,날것의
ray,A2,noun,레이
razor,B1,noun,면도칼
reach,B1,noun,도달하다
react,B1,verb,반응
reaction,B2,noun,반응
read,A1,verb,읽다
reader,A1,noun,리더
readily,B2,adverb,손쉽게
reading,A1,noun,독서
ready,A1,adjective,준비가 된
real,A1,adjective,진짜
real estate,B2,noun,부동산
realistic,B1,adjective,현실적인
reality,B1,noun,현실
realization/realisation,B2,noun,실현
realize/realise,A2,verb,실현
really,A1,adverb,정말
rear,B2,adjective,뒤쪽
rearrange,B1,verb,재 배열
reason,A1,noun,이유
reasonable,B1,adjective,합리적인
reasonably,B2,adverb,합리적으로
rebel,B2,noun,반역자
rebellious,B2,adjective,반항적
rebuild,B1,verb,재건
recall,B1,verb,상기하다
receipt,A2,noun,영수증
receive,A2,verb,받다
recent,A2,adjective,최근의
recently,A2,adverb,최근에
reception,B1,noun,리셉션
receptionist,A2,noun,접수원
recession,B2,noun,경기 후퇴
recipe,B2,noun,레시피
recite,B1,verb,암송
reckon,B2,verb,세다
reclaim,B1,verb,개심
recognition,B2,noun,인식
recognize/recognise,B1,verb,인식
recollect,B2,verb,생각해 내다
recollection,B2,noun,회상
recommend,B1,verb,추천하다
recommendable,B2,adjective,추천 할만한
recommendation,B2,noun,추천
reconsider,B2,verb,재고
record,B1,noun,기록
recording,B1,noun,녹음
recover,B1,verb,다시 덮다
recovery,B1,noun,회복
recreation,B2,noun,휴양
recruit,B2,verb,모집
rectangular,B2,adjective,직사각형
recycle,A2,verb,재활용
recycled,B1,adjective,재활용
recycling,B1,noun,재활용
red,A1,adjective,빨간색
redo,B2,verb,다시 하다
reduce,B1,verb,줄이다
reduction,B1,noun,절감
redundant,B2,adjective,불필요한
reed,B2,noun,갈대
reef,B1,noun,암초
refer,A2,verb,나타내다
referee,B1,noun,심판
reference,B2,noun,참조
referent,B2,adjective,지시자
refinery,B2,noun,정련소
reflect,A2,verb,반영하다
reflection,B1,noun,반사
reflective,B2,adjective,반사
reform,B2,noun,개정
refrain,B2,noun,그만두다
refresh,B2,noun,새로 고치다
refreshments,B1,noun,다과
refrigerator,A2,noun,냉장고
refuge,B2,noun,피난
refugee,B2,noun,난민
refund,B1,noun,환불하다
refusal,B1,noun,거절
refuse,B1,noun,거절하다
refute,B2,verb,반박
regain,B1,verb,회복
regard,B2,noun,관심
regarding,B1,preposition,~에 관하여
regardless,B2,adverb,~에 관계없이
reggae,B2,noun,레게
regime,B2,noun,정권
region,B1,noun,지역
regional,B1,adjective,지역
register,B1,noun,등록하다
registration,B1,noun,등록
regret,B2,noun,후회
regrettably,B2,adverb,유감스럽게도
regular,A2,adjective,정기적인
regularly,A2,adverb,정기적으로
regulate,B2,verb,규제
regulation,B1,noun,규제
rehearsal,B2,noun,암송
reinforce,B2,verb,강화
reinforcement,B2,noun,보강
reject,B1,verb,거부하다
rejection,B2,noun,배제
rejoin,B2,verb,재합류하다
relate,B1,verb,말하다
related,B2,adjective,관련된
relation,B1,noun,관계
relationship,B1,noun,관계
relative,B1,adjective,상대적인
relatively,B1,adverb,비교적
relativity,B2,noun,상대성
relax,A2,verb,안심하다
relaxation,B2,noun,기분 전환
relaxed,A2,adjective,편안한
relaxing,B1,adjective,편안한
relay,B2,noun,계전기
release,A2,noun,풀어 주다
relevant,B2,adjective,관련 있는
reliable,B1,adjective,믿을 수 있는
relic,B2,noun,유물
relief,B2,noun,안도
relieve,B2,verb,완화
relieved,B2,adjective,안도하는
religion,B1,noun,종교
religious,B1,adjective,종교의
reluctant,B2,adjective,주저하는
rely,B1,verb,의존하다
remain,A2,verb,유지하다
remainder,B1,noun,나머지
remaining,B2,adjective,남아 있다
remains,B2,noun,유적
remark,B2,noun,주목
remarkable,B1,adjective,놀랄 만한
remarkably,B2,adverb,놀랍게도
remedy,B1,noun,치료
remember,A1,verb,기억하다
remembrance,B1,noun,기념
remind,A2,verb,상기시키다
reminder,B2,noun,알림
remote,A2,adjective,원격
remote control,B1,noun,리모콘
remove,B1,verb,제거하다
renew,B1,verb,고쳐 쓰다
rent,A2,noun,임차료
rental,B2,noun,임대
reorganize/reorganise,B2,verb,재구성
repaint,B2,noun,리피트
repair,A2,noun,수리하다
repay,B1,verb,갚다
repeat,A1,verb,반복하다
repeatedly,B1,adverb,자꾸
repertoire,B2,noun,레퍼토리
repetition,B2,noun,되풀이
replace,A2,verb,바꾸다
replacement,B2,noun,대사
replica,B2,noun,레플리카
reply,A2,noun,회신하다
report,A2,noun,보고서
reporter,A1,noun,보고자
represent,A2,verb,대표하다
representative,B1,noun,대표
repress,B2,verb,억누르다
repression,B2,noun,억제
reprint,B2,noun,재판
reproduce,B1,verb,낳다
reprove,B2,verb,꾸짖다
republic,B1,noun,공화국
reputation,B1,noun,평판
request,A2,noun,요구
require,B1,verb,필요하다
requirement,B1,noun,요구 사항
rescue,B1,noun,구조하다
research,A2,noun,연구
researcher,B1,noun,연구원
resemble,B1,verb,닮다
reservation,B1,noun,예약
reserve,B1,noun,예약하다
residence,B2,noun,거주
resident,B1,adjective,거주자
residential,B1,adjective,주거
resign,B2,verb,사직하다
resignation,B2,noun,사직
resist,B1,verb,저항하다
resistance,B2,noun,저항
resolution,B2,noun,해결
resolve,B1,verb,해결하다
resonant,B2,adjective,공명
resort,B1,noun,의지
resource,B1,noun,자원
respect,B1,noun,존경
respectable,B1,adjective,상당한
respectably,B2,adverb,존경하다
respected,B2,adjective,존경받는
respiration,B2,noun,호흡
respiratory,B2,adjective,호흡기
respond,B1,verb,대답하다
response,A2,noun,응답
responsibility,B1,noun,책임
responsible,B1,adjective,책임이 있는
rest,B1,noun,나머지
restaurant,A1,noun,식당
restore,B1,verb,복원하다
restrict,B1,verb,얽매다
restriction,B2,noun,제한
result,A1,noun,결과
resume,B2,verb,재개하다
retail,B1,noun,소매
retailer,B2,noun,소매 업체
retain,B1,verb,유지하다
retard,B2,verb,지체
retina,B2,noun,망막
retire,A2,verb,은퇴하다
retired,A2,adjective,은퇴한
retirement,B2,noun,퇴직
retreat,B2,noun,후퇴
retrieve,B2,verb,검색하다
retrospect,B1,noun,회고
return,A2,noun,반품
reunification,B1,noun,통일
reunify,B1,verb,재결합
reunion,A2,noun,재결합
reveal,A2,verb,드러내다
revelation,B2,noun,시현
revenge,B2,noun,복수
revenue,B2,noun,수익
reverence,B2,noun,경례
reverse,B2,verb,뒤집다
review,A1,noun,검토
revise,B1,verb,개정하다
revision,B1,noun,개정
revival,B2,noun,회복
revive,B2,verb,부활
revolution,B2,noun,혁명
revolutionary,B2,adjective,혁명적
revolutionize/revolutionise,B2,verb,혁명
revolve,B2,verb,회전
reward,B1,noun,보상
rewrite,B1,verb,고쳐 쓰기
rhinoceros,B2,noun,코뿔소
rhyme,B2,verb,운
rhythm,A2,noun,율
rhythmic,B2,adjective,리듬
rib,B2,noun,늑골
ribbon,A1,noun,리본
rice,A1,noun,쌀
rich,A1,adjective,부자
rid,B1,verb,제거하다
riddle,B2,noun,수수께끼
ride,A1,noun,타다
rider,B2,noun,타는 사람
ridge,B2,noun,산등성이
ridiculous,B1,adjective,말도 안 되는
right,A1,adjective,오른쪽
righteousness,B2,noun,정당성
right-hand,A2,adjective,오른손
rightly,B2,adverb,바르게
rim,B2,noun,가장자리
ring,A2,noun,반지
rip,B2,verb,찢다
ripe,B1,adjective,익은
rise,B1,noun,증가
risk,B1,noun,위험
risky,B2,adjective,위험한
rite,B2,noun,의식
ritual,B2,noun,의례
rival,B2,noun,경쟁자
river,A1,noun,강
road,A2,noun,도로
roadside,B1,noun,길가
roam,B2,noun,로밍
roar,B2,verb,노호
roast,B2,adjective,구운
rob,A2,verb,롭
robbery,A2,noun,강도
robin,A2,noun,남자 이름
robot,B1,noun,로봇
rock,A2,noun,바위
rocket,B2,noun,로켓
rocky,B2,adjective,불안정한
role,A1,noun,역할
roll,A2,noun,롤
rolling,B1,adjective,구르는
romance,A2,noun,로맨스
romantic,A2,adjective,로맨틱
roof,A2,noun,지붕
room,A1,noun,방
roommate,B2,noun,룸메이트
root,A2,noun,뿌리
rope,A2,noun,로프
rose,A1,noun,장미
rosy,B2,adjective,유망한
rotten,B1,adjective,썩은
rough,B1,adjective,거친
roughly,A2,adverb,대충
round,B1,adjective,둥근
roundabout,A2,noun,원형 교차로
route,B2,noun,노선
routine,B1,noun,루틴
row,A1,noun,열
royal,A2,adjective,왕실의
royalty,B2,noun,왕족
rub,B2,verb,장애
rubber,B1,noun,고무
rubbish,B1,noun,쓰레기
rubble,B2,noun,파편
rude,A1,adjective,무례한
rudely,B1,adverb,무례하게
rug,B2,noun,깔개
rugby,A2,noun,럭비
ruin,B1,noun,망치다
ruinous,B2,adjective,파멸
rule,A1,noun,규칙
ruler,A1,noun,자
rumor/rumour,A2,noun,소문
run,A1,noun,달리다
runaway,B1,noun,도망자
runner,A2,noun,달리는 사람
running,A2,noun,달리기
runway,B1,noun,통로
rural,B2,adjective,시골의
rush,A2,noun,서두르다
rush hour,B2,noun,러시 아워
rusty,B2,adjective,녹슨
sack,B2,verb,해고
sacred,B1,adjective,신성한
sad,A1,adjective,슬퍼
sadly,A2,adverb,슬프게도
sadness,B1,noun,비애
safari,B1,noun,원정 여행
safe,A2,adjective,안전한
safeguard,B1,noun,보호
safely,B1,adverb,안전하게
safety,B1,noun,안전
sag,B2,noun,처짐
sage,B2,noun,세이지
sail,B2,verb,돛
sailing,A2,noun,항해
sailor,A1,noun,선원
sake,A2,noun,동기
salad,A1,noun,샐러드
salary,B2,noun,샐러리
sale,A1,noun,판매
salesman,B1,noun,판매원
salesmanship,B2,noun,영업 사원
salesperson,B2,noun,영업 사원
saleswoman,B2,noun,여자 판매원
salmon,B1,noun,연어
salon,B2,noun,가게
salsa,B2,noun,살사
salt,A2,noun,소금
salty,B2,adjective,짠
same,A1,adjective,같은
sample,A2,noun,견본
sand,B1,noun,모래
sandal,B1,noun,샌들
sandstone,B2,noun,사암
sandwich,A1,noun,샌드위치
sandy,A2,adjective,남자 이름
sanitary,B2,adjective,위생
sanitation,B2,noun,위생
satellite,B1,noun,위성
satisfaction,B1,noun,만족
satisfactory,B2,adjective,만족스러운
satisfied,B1,adjective,만족하는
satisfy,A2,verb,풀다
Saturday,A1,noun,토요일
sauce,A2,noun,소스
saucepan,B1,noun,소스 냄비
saucer,B1,noun,받침 접시
sausage,A2,noun,소시지
save,A1,verb,구하다
saving/savings,B2,noun,저축
saw,A1,noun,봤다
say,B2,noun,말하다
scale,A2,noun,규모
scan,B1,noun,주사
scandal,B2,noun,스캔들
scar,B2,noun,흉터
scarcely,B2,adverb,거의
scare,B1,verb,공황
scared,B1,adjective,무서운
scarf,A2,noun,스카프
scarlet,B2,noun,주홍
scary,B1,adjective,무서운
scatter,B1,verb,흩어지게하다
scene,A2,noun,장면
scenery,A2,noun,경치
scenic,B1,adjective,풍경화
scent,B2,noun,향기
schedule,A2,noun,일정
scheduled,B2,adjective,예약
scheme,B2,noun,계획
scholar,B1,noun,학자
scholarship,B1,noun,장학금
scholasticism,B2,noun,스콜라 철학
school,A1,noun,학교
schoolchild,A2,noun,학교 자녀
schoolgirl,B2,noun,여학생
schoolmate,B1,noun,학우
schoolteacher,B1,noun,교원
schoolwork,A2,noun,학교 과제
science,A1,noun,과학
science fiction,B1,noun,공상 과학
scientific,A2,adjective,과학
scientifically,B2,adverb,과학적으로
scientist,A1,noun,과학자
scissors,A2,noun,가위
scold,B1,verb,꾸짖다
scooter,B2,noun,스쿠터
scope,B1,noun,범위
score,B1,noun,점수
scramble,B2,verb,스크램블
scratch,B1,noun,할퀴다
scream,A2,noun,비명
screen,A2,noun,화면
screw,A2,noun,나사
scribble,B2,noun,갈겨 쓰다
script,A2,noun,스크립트
scrooge,B2,noun,스크루지
scuba,B2,noun,스쿠버
sculpture,B1,noun,조각품
scythe,B2,noun,큰 낫
sea,A1,noun,바다
seafood,A2,noun,해물
seal,B2,noun,밀봉하다
search,A2,noun,찾다
seaside,A2,noun,해안
season,B1,noun,계절
seasonal,B2,adjective,계절
seat,A1,noun,좌석
seawater,B1,noun,해수
seaweed,B1,noun,해초
second,A1,adjective,두번째
second person,B2,noun,두 번째 사람
secondary,B2,adjective,중고등 학년
secondary school,B1,noun,중고등 학교
second-hand,B1,adjective,두번째 손
secondly,B2,adverb,둘째로
secret,B1,adjective,비밀
secretary,A2,noun,비서
secretly,B1,adverb,남몰래
section,A1,noun,부분
sector,B2,noun,부문
secure,B1,adjective,안전한
security,B1,noun,보안
see,A1,verb,보다
seed,A2,noun,씨앗
seek,A2,verb,구하다
seem,A2,verb,~인 것 같다
seesaw,B2,noun,시소
segment,B2,noun,분절
seize,B1,verb,잡다
seldom,B2,adverb,드물게
select,B1,adjective,선택하다
selection,B1,noun,선택
self,A1,noun,본인
self-confidence,B2,noun,자신감
self-confident,B2,adjective,자신감
selfish,B1,adjective,이기적인
selfless,B2,adjective,사심 없는
self-service,B1,adjective,셀프 서비스
sell,A1,verb,팔다
seller,B2,noun,파는 사람
semester,A2,noun,학기
semicolon,B2,noun,세미콜론
semi-final,B2,noun,준결승
seminar,B2,noun,세미나
senator,B2,noun,평의원
send,A2,verb,보내다
senior,A2,adjective,상위
sensation,B1,noun,감각
sense,A2,noun,감각
sensible,B2,adjective,현명한
sensitive,B2,adjective,예민한
sentence,A1,noun,문장
separate,A2,adjective,분리된
separately,B2,adverb,갈라져
separation,B1,noun,분리
September,A1,noun,구월
sequence,B1,noun,순서
serene,B2,adjective,고요한
serial,B2,adjective,연속물
series,B1,noun,시리즈
serious,B1,adjective,심각한
seriously,A2,adverb,진지하게
servant,B2,noun,하인
serve,A2,verb,제공하다
server,B1,noun,섬기는 사람
service,B1,noun,서비스
session,B1,noun,세션
set,A2,noun,세트
setback,B2,noun,방해
setting,B1,noun,환경
settle,B1,verb,해결하다
settlement,B1,noun,합의
settler,B1,noun,식민자
seven,A1,number,일곱
seventeen,A1,number,열일곱
seventy,A1,number,칠십
severe,B1,adjective,극심한
severely,B1,adverb,심하게
sew,A2,verb,꿰매다
sex,B1,noun,섹스
sexism,B2,noun,성 차별
sexual,B2,adjective,성적
sexy,B2,adjective,섹시한
shabby,B2,adjective,초라한
shade,A2,noun,그늘
shadow,A2,noun,그림자
shadowy,B1,adjective,공허한
shake,A1,noun,떨림
Shakespearean,B2,adjective,셰익스피어
shaky,B2,adjective,흔들리는
shall,A2,modal auxiliary,~일 것이다
shallow,B1,adjective,얕은
shame,B1,noun,창피
shameful,B1,adjective,부끄러운
shampoo,A2,noun,샴푸
shape,A2,noun,모양
share,A2,noun,공유하다
sharp,B1,adjective,날카로운
sharply,B2,adverb,날카롭게
shatter,B2,verb,파편
shave,B1,verb,깎다
she,A1,pronoun,그녀
shed,B2,noun,창고
sheep,A1,noun,양
sheer,B1,adjective,얇은
sheet,B1,noun,시트
shelf,A1,noun,선반
shell,A2,noun,껍데기
shelter,B1,noun,대피소
sheriff,B1,noun,주 장관
shield,B2,noun,방패
shift,B2,noun,옮기다
shine,A2,verb,빛나는
shiny,B1,adjective,빛나는
ship,A1,noun,배
shipping,B2,noun,배송
shipwreck,B2,noun,난파선
shirt,A1,noun,셔츠
shiver,B1,verb,떨다
shock,A2,noun,충격
shocked,B1,adjective,충격
shocking,B1,adjective,충격적인
shoe,A1,noun,구두
shoot,A2,verb,사격
shooting,B2,noun,촬영
shop,A1,noun,가게
shop assistant,A2,noun,상점 보조원
shopkeeper,B2,noun,가게 주인
shoplift,B2,verb,좀도둑질
shoplifter,B2,noun,가게 좀도둑
shoplifting,B2,noun,좀도둑
shopper,B1,noun,무료 신문
shopping,A1,noun,쇼핑
shore,A2,noun,지주
short,A1,adjective,짧은
short,A2,noun,짧은
shortage,B1,noun,부족
shortly,B1,adverb,곧
shortness,B2,noun,단점
short-term,B2,adjective,단기
shot,A2,noun,발사
should,A1,modal auxiliary,~해야 한다
shoulder,A1,noun,어깨
shout,A2,noun,외침
show,A2,noun,보여주다
showbiz,B2,noun,쇼 비즈
showcase,B2,noun,유리 진열장
shower,A1,noun,샤워
shrimp,B1,noun,새우
shrink,B2,noun,수축
shrug,B2,verb,어깨를 으쓱하다
shut,B1,adjective,닫다
shy,A1,adjective,수줍은
sick,A1,adjective,아픈
sickness,B1,noun,병
side,A1,noun,옆
sidewalk,B1,noun,보도
sigh,B1,noun,한숨을 쉬다
sight,A1,noun,시력
sightseeing,A2,noun,관광
sign,A1,noun,징후
signal,B1,noun,신호
signature,B1,noun,서명
significance,B1,noun,중요성
significant,A2,adjective,중요한
significantly,B2,adverb,중요하게
signify,B2,verb,의미하다
signpost,B1,noun,푯말
silence,A2,noun,고요
silent,B1,adjective,조용한
silently,A2,adverb,아무 말 않고
silk,B1,noun,실크
silly,A2,adjective,바보 같은
silver,A2,adjective,은
silverware,B2,noun,은 제품
similar,A2,adjective,비슷한
similarity,B1,noun,유사성
similarly,B1,adverb,비슷하게
simple,A2,adjective,단순한
simplification,B2,noun,단순화
simplify,B1,verb,단순화
simply,A2,adverb,간단히
simultaneous,B2,adjective,동시
simultaneously,B1,adverb,동시에
since,B2,adverb,~부터
sincere,B2,adjective,진실된
sincerity,B2,noun,성실
sing,A1,verb,노래하다
singer,A1,noun,가수
singing,A2,noun,명음
single,A2,adjective,하나의
singular,A2,adjective,단수형
sink,A2,noun,싱크대
sir,A1,noun,선생님
sister,A1,noun,자매
sister-in-law,B2,noun,시누이
sit,A1,verb,앉다
site,A1,noun,대지
sitting room,A2,noun,거실
situation,A2,noun,상황
six,A1,number,육
sixteen,A1,number,열 여섯 살
sixty,A1,number,육십
size,A1,noun,크기
skate,A2,noun,홍어
skateboard,B2,noun,스케이트 보드
skateboarder,B2,noun,스케이트 보더
skateboarding,A2,noun,스케이트 보드
skating,A2,noun,스케이팅
skeleton,B1,noun,해골
sketch,B2,verb,스케치
ski,A2,noun,스키
skiing,A2,noun,스키 타기
skill,A1,noun,기술
skilled,B2,adjective,숙련된
skillful/skilful,B2,adjective,숙련된
skillfully/skilfully,B2,adverb,능숙하게
skim,B2,verb,웃더껑이
skin,B1,noun,피부
skip,B2,verb,건너뛰다
skirt,A1,noun,치마
sky,A1,noun,하늘
skyscraper,B1,noun,마천루
skyward,B2,adverb,하늘 쪽으로
slam,B2,verb,쾅
slang,B2,noun,속어
slap,B2,noun,찰싹
slash,B2,noun,삭감
slaughter,B2,noun,학살
slave,A2,noun,노예
slavery,B1,noun,노예 제도
sleep,B1,noun,잠
sleepless,A2,adjective,잠 못 이루는
sleepy,A2,adjective,졸린
sleeve,B1,noun,소매
slice,A2,noun,일부분
slide,A2,noun,미끄러지다
slight,B2,adjective,근소한
slightly,B1,adverb,약간
slim,A2,adjective,날씬한
slip,B1,noun,슬립
sliver,B2,noun,찢어진 조각
slogan,B1,noun,슬로건
slope,B1,noun,경사
sloppy,B2,adjective,묽고 싱거운
slot,B1,noun,슬롯
slow,A1,adjective,느린
slowly,A2,adverb,느리게
small,A1,adjective,작은
smart,A1,adjective,똑똑한
smash,B2,verb,스매시
smell,A1,noun,냄새가 나다
smile,A1,noun,웃다
